airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,he_ident
AR-0275,43,43,GRE,0,0,,
AR-0276,3353,79,GRE,0,0,1,19
AR-0277,3281,98,GRE,0,0,1,19
AR-0278,3445,164,GRE,0,0,18,36
AR-0278,2165,164,GRE,0,0,9,27
AR-0279,56,56,CON,0,0,,
AR-0280,2838,148,GRE,0,0,1,19
AR-0281,2690,98,GRE,0,1,7,25
AR-0282,2953,98,GRE,0,0,16,34
AR-0283,56,56,CON,0,0,,
AR-0284,59,59,CON,0,0,,
AR-0285,2457,98,GRE,0,0,1,19
AR-0286,49,49,GRE,0,0,,
AR-0287,66,66,CON,0,0,,
AR-0289,1686,98,GRE,0,0,1,19
AR-0290,3934,197,GRE,0,0,1,19
AR-0291,1968,66,GRE,0,0,13,31
AR-0292,2953,98,ASP,0,0,16,34
AR-0292,2165,98,GRE,0,0,8,26
AR-0293,2789,75,GRE,0,0,18,36
AR-0293,2621,75,GRE,0,0,9,27
AR-0294,2460,164,GRE,0,0,14,32
AR-0296,2625,98,GRE,0,0,9,27
AR-0297,98,66,GRE,0,0,,
AR-0298,1060,75,GRE,0,0,3,21
AR-0299,79,92,CON,0,0,,
AR-0300,59,82,ASP,0,0,,
AR-0301,46,59,CON,0,0,,
AR-0304,3379,75,GRE,0,0,14,32
AR-0304,2953,75,GRE,0,0,4,22
AR-0305,2953,82,GRE,0,0,9,27
AR-0306,2635,98,GRE,0,0,5,23
AR-0308,2854,98,GRE,0,0,10,28
AR-0308,3281,98,GRE,0,0,16,34
AR-0309,49,49,ASP,0,0,,
AR-0310,59,59,GRE,0,0,,
AR-0311,2297,98,GRE,0,0,14,32
AR-0312,4429,98,GRE,0,0,4,22
AR-0313,2953,75,ASP,0,0,14,32
AR-0314,2953,82,GRE,0,0,15,33
AR-0315,3117,72,GRE,0,0,16,34
AR-0316,4593,66,GRE,0,0,3,21
AR-0316,3937,66,GRE,0,0,8,26
AR-0317,49,49,GRE,0,0,,
AR-0318,3281,98,GRE,0,0,18,36
AR-0319,3609,98,GRE,0,0,5,23
AR-0320,3419,118,GRE,0,0,7,25
AR-0321,2461,164,GRE,0,0,3,21
AR-0322,2789,131,GRE,0,0,1,19
AR-0322,3970,148,GRE,0,0,9,27
AR-0323,2723,75,GRE,0,0,12,30
AR-0324,2247,98,GRE,0,0,1,19
AR-0325,1312,59,GRE,0,0,11,29
AR-0327,2461,98,GRE,0,0,5,23
AR-0328,4954,141,GRE,0,0,18,36
AR-0329,82,66,CON,0,0,,
AR-0330,49,62,CON,0,0,,
AR-0331,2297,98,GRE,0,0,17,35
AR-0332,3609,98,GRE,0,0,4,22
AR-0333,3937,164,GRE,0,1,1,19
AR-0333,4429,98,ASP,1,0,3,21
AR-0333,2297,148,Earth,0,0,4,22
AR-0334,2461,82,GRE,0,0,18,36
AR-0335,6138,98,ASP,0,0,5,23
AR-0336,2461,82,GRE,0,0,14,32
AR-0339,33,49,CON,0,0,,
AR-0340,69,59,CON,0,0,,
AR-0343,66,66,CON,0,0,,
AR-0344,2461,75,GRE,0,0,16,34
AR-0344,1968,59,GRE,0,0,4,22
AR-0345,3609,98,GRE,0,0,14,32
AR-0346,4331,79,CON,0,0,10,28
AR-0347,72,49,CON,0,0,,
AR-0348,66,66,CON,0,0,,
AR-0349,2297,72,GRE,0,0,10,28
AR-0350,66,49,CON,0,0,,
AR-0351,98,98,GRE,0,0,,
AR-0352,2953,98,GRE,0,0,1,19
AR-0353,66,66,CON,0,0,,
AR-0354,2789,98,GRE,0,0,1,19
AR-0354,3304,98,GRE,0,0,11,29
AR-0355,2461,59,GRE,0,0,14,32
AR-0356,3445,115,GRE,0,0,18,36
AR-0357,43,39,CON,0,0,,
AR-0358,43,43,GRE,0,0,,
AR-0359,52,62,GRE,0,0,,
AR-0360,59,49,GRE,0,0,,
AR-0361,49,59,CON,0,0,,
AR-0362,52,62,GRE,0,0,,
AR-0363,49,59,GRE,0,0,,
AR-0364,49,59,CON,0,0,,
AR-0365,59,49,GRE,0,0,,
AR-0366,49,59,GRE,0,0,,
AR-0367,59,49,GRE,0,0,,
AR-0368,59,49,GRE,0,0,,
AR-0369,3281,131,GRE,0,0,8,26
AR-0370,2461,66,GRE,0,0,11,29
AR-0371,49,66,CON,0,0,,
AR-0372,2444,98,GRE,0,0,3,21
AR-0373,2946,75,GRE,0,0,2,20
AR-0374,3937,164,GRE,0,0,3,21
AR-0375,2625,131,GRE,0,0,14,32
AR-0375,3445,131,GRE,0,0,2,20
AR-0376,2953,95,GRE,0,0,10,28
AR-0377,2953,75,ASP,0,0,1,19
AR-0378,0,0,GRE,0,0,11,29
AR-0378,3937,98,GRE,0,0,18,36
AR-0379,2428,98,GRE,0,0,16,34
AR-0380,4199,115,GRE,0,0,18,36
AR-0381,3445,197,GRE,0,0,17,35
AR-0381,5905,197,GRE,0,0,8,26
AR-0382,4111,75,ASP,0,0,16,34
AR-0383,3937,131,GRE,0,0,1,19
AR-0383,4429,131,GRE,0,0,9,27
AR-0384,1968,66,GRE,0,0,13,31
AR-0385,1968,72,GRE,0,0,2,20
AR-0386,3051,89,GRE,0,0,6,24
AR-0388,1968,66,GRE,0,0,2,20
AR-0389,2067,66,GRE,0,0,17,35
AR-0390,2625,131,GRE,0,0,13,31
AR-0390,5577,164,GRE,0,0,4,22
AR-0391,2461,59,GRE,0,0,4,22
AR-0392,3281,66,GRE,0,0,4,22
AR-0393,2625,98,GRE,0,0,16,34
AR-0393,2625,98,GRE,0,0,7,25
AR-0394,2297,164,GRE,0,0,2,20
AR-0395,2559,59,GRE,0,0,4,22
AR-0396,2133,164,GRE,0,0,6,24
AR-0397,2500,98,GRE,0,0,11,29
AR-0398,2625,82,GRE,0,0,2,20
AR-0399,3773,75,GRE,0,0,16,34
AR-0400,2625,66,GRE,0,0,4,22
AR-0401,1739,59,GRE,0,0,4,22
AR-0402,2461,98,GRE,0,0,18,36
AR-0403,2621,98,GRE,0,0,17,35
AR-0404,3163,82,GRE,0,0,17,35
AR-0405,2953,98,GRE,0,0,18,36
AR-0406,1968,66,GRE,0,0,2,20
AR-0407,1837,49,GRE,0,0,15,33
AR-0408,2841,59,GRE,0,0,10,28
AR-0409,4265,98,GRE,0,0,6,24
AR-0410,5741,125,GRE,0,0,1,19
AR-0411,2782,56,GRE,0,0,1,19
AR-0412,2953,82,GRE,0,0,1,19
AR-0413,3937,82,GRE,0,0,18,36
AR-0414,2953,82,GRE,0,0,5,23
AR-0415,4429,75,GRE,0,0,1,19
AR-0416,4724,98,GRE,0,0,4,22
AR-0417,3996,75,GRE,0,0,6,24
AR-0418,2297,92,GRE,0,0,4,22
AR-0419,2618,66,GRE,0,0,5,23
AR-0420,656,49,GRE,0,0,15,33
AR-0421,3281,49,GRE,0,0,6,24
AR-0422,1968,59,GRE,0,0,15,33
AR-0423,1959,49,GRE,0,0,6,24
AR-0424,4101,164,GRE,0,0,14,32
AR-0424,3937,164,GRE,0,0,4,22
AR-0425,2457,59,GRE,0,0,18,36
AR-0426,2297,49,GRE,0,0,11,29
AR-0427,2428,92,GRE,0,0,13,31
AR-0427,2582,131,GRE,0,0,9,27
AR-0428,2949,75,GRE,0,0,18,36
AR-0429,3937,98,GRE,0,0,6,24
AR-0430,2789,82,GRE,0,0,14,32
AR-0431,1968,66,GRE,0,0,12,30
AR-0432,1804,66,GRE,0,0,14,32
AR-0433,2133,98,GRE,0,0,9,27
AR-0434,3274,75,GRE,0,0,1,19
AR-0435,3934,98,GRE,0,0,18,36
AR-0436,3379,75,GRE,0,0,7,25
AR-0437,2215,82,GRE,0,0,15,33
AR-0438,3117,75,GRE,0,0,1,19
AR-0439,2598,49,GRE,0,0,5,23
AR-0440,3051,49,GRE,0,0,2,20
AR-0441,5905,98,GRE,0,0,5,23
AR-0442,2133,98,GRE,0,0,1,19
AR-0443,2182,98,GRE,0,0,2,20
AR-0444,2133,66,GRE,0,0,17,35
AR-0445,2165,59,GRE,0,0,15,33
AR-0446,2953,75,GRE,0,0,2,20
AR-0447,2461,98,GRE,0,0,1,19
AR-0447,2329,98,GRE,0,0,8,26
AR-0448,3117,82,GRE,0,0,5,23
AR-0449,2215,49,GRE,0,0,15,33
AR-0450,1968,49,GRE,0,0,15,33
AR-0451,3937,98,GRE,0,0,10,28
AR-0452,3520,82,GRE,0,0,10,28
AR-0453,2953,98,GRE,0,0,4,22
AR-0454,3051,98,GRE,0,0,1,19
AR-0454,3051,98,GRE,0,0,8,26
AR-0455,2559,98,GRE,0,0,6,24
AR-0456,1093,59,GRE,0,0,16,34
AR-0457,2461,82,GRE,0,0,1,19
AR-0458,2592,66,GRE,0,0,18,36
AR-0459,1968,66,GRE,0,0,5,23
AR-0460,1968,98,GRE,0,0,17,35
AR-0461,1804,66,GRE,0,0,14,32
AR-0462,5905,108,Concrete,1,0,3,21
AR-0463,3839,98,GRE,0,0,17,35
AR-0464,2625,59,GRE,0,0,4,22
AR-0465,1890,49,GRE,0,0,7,25
AR-0466,2297,75,GRE,0,0,4,22
AR-0467,66,66,GRE,0,0,,
AR-0468,82,82,GRE,0,0,,
AR-0469,82,59,GRE,0,0,,
AR-0470,59,46,CON,0,0,,
AR-0471,59,59,GRE,0,0,,
AR-0472,98,98,GRE,0,0,,
AR-0473,43,59,CON,0,0,,
AR-0474,56,56,MET,0,0,,
AR-0475,46,46,MET,0,0,,
AR-0476,36,43,MET,0,0,,
AR-0477,89,89,CON,0,0,,
AR-0478,98,98,STONE,0,0,,
AR-0479,62,62,GRE,0,0,,
AR-0480,72,72,CON,0,0,,
AR-0481,59,59,CON,0,0,,
AR-0482,59,59,CON,0,0,,
AR-0483,69,69,CON,0,0,,
AR-0484,2041,115,GRE,0,0,9,27
AR-0485,4593,98,GRE,1,0,14,32
AR-0486,2608,98,GRE,0,0,4,22
AR-0487,59,46,GRE,0,0,,
AR-0488,59,46,GRE,0,0,,
AR-0489,89,89,CON,0,0,,
AR-0490,75,75,CON,0,0,,
AR-0491,49,49,MET,0,0,,
AR-0492,2195,98,GRE,0,0,5,23
AR-0494,5250,82,GRE,0,0,9,27
AR-0513,3281,85,GRE,0,0,8,26
AR-0584,3084,98,GRS,0,0,18,36
AR-0585,4265,164,GRS,0,0,14,32
AR-0596,2215,75,GRS,0,0,4,22
AR-0596,2756,75,GRS,0,0,9,27
AR-0596,3281,98,GRS,1,0,17,35
AR-0622,6562,98,ASP,0,0,18,36
AR-0627,3281,131,GRE,0,0,1,19
AR-0629,3051,131,GRE,0,0,2,20
AR-0630,3937,131,GRS,0,0,1,19
AR-0631,3281,115,GRE,0,0,1,19
AR-0632,4100,115,GRS,0,0,18,36
AR-0634,4921,72,GRE,0,0,1,19
AR-0638,2953,66,GRS,0,0,18,36
AR02,40,40,CONC,0,0,H1,
AR03,2600,40,TURF,0,0,9,27
AR04,1000,90,TURF,0,0,18,36
AR05,3000,50,TURF,0,0,18,36
AR06,2640,50,TURF,0,0,10,28
AR07,40,40,ASPH,0,0,H1,
AR08,800,50,TURF,0,0,15,33
AR09,2600,100,TURF,0,0,18,36
AR10,2600,60,TURF,0,0,9,27
AR11,1800,100,TURF,0,0,16,34
AR12,2300,110,TURF,0,0,9,27
AR13,2000,50,TURF,0,0,14,32
AR17,2442,150,TURF,0,0,18,36
AR19,1500,50,TURF,0,0,1,19
AR20,50,50,CONC,0,0,H1,
AR21,40,40,CONC,0,0,H1,
AR22,2500,75,TURF,0,0,18,36
AR23,3700,70,TURF,1,0,16,34
AR24,40,40,CONC,0,0,H1,
AR27,2100,45,TURF,0,0,16,34
AR28,2640,70,TURF,0,0,9,27
AR29,25,25,CONC,0,0,H1,
AR30,25,25,CONC,0,0,H1,
AR31,30,30,ASPH,0,0,H1,
AR32,60,60,ASPH,0,0,H1,
AR33,150,150,TURF,0,0,H1,
AR34,2000,100,TURF,0,0,E,W
AR35,2000,150,TURF,0,0,15,33
AR35,1600,200,TURF,0,0,18,36
AR36,60,60,ASPH,0,0,H1,
AR37,100,100,CONC,0,0,H1,
AR40,40,40,CONC,0,0,H1,
AR41,30,30,CONC-G,0,0,H1,
AR42,96,90,ASPH,0,0,H1,
AR43,2300,50,TURF,0,0,18,36
AR44,2500,150,TURF,0,0,9,27
AR45,40,40,CONC,0,0,H1,
AR46,2640,90,TURF,0,0,18,36
AR47,31,31,CONC,0,0,H1,
AR48,40,40,CONC,0,0,H1,
AR49,45,45,ASPH,0,0,H1,
AR50,2600,60,TURF,0,0,18,36
AR51,30,30,CONC,0,0,H1,
AR52,30,30,CONC,0,0,H1,
AR53,40,40,CONC,0,0,H1,
AR54,2500,60,TURF-G,0,0,18,36
AR55,2800,110,TURF,0,0,18,36
AR56,2905,100,TURF,0,0,N,S
AR59,40,40,CONC,0,0,H1,
AR60,50,50,ASPH,0,0,H1,
AR61,40,40,CONC,0,0,H1,
AR62,27,27,CONC,1,0,H1,
AR62,44,44,CONC-G,1,0,H2,
AR62,44,44,CONC-G,1,0,H3,
AR63,50,50,ASPH,0,0,H1,
AR65,70,70,CONC,0,0,H1,
AR66,30,30,CONC,0,0,H1,
AR67,300,300,CONC-TURF,0,0,H1,
AR68,30,30,CONC,0,0,H1,
AR69,50,50,ASPH,0,0,H1,
AR70,30,30,ASPH,0,0,H1,
AR71,40,40,CONC,0,0,H1,
AR72,60,60,CON,0,0,H1,H1
AR72,60,60,ASPH,0,0,H2,
AR72,40,40,CON,0,0,H3,H3
AR73,40,40,CONC,0,0,H1,
AR74,36,36,CONC,0,0,H1,
AR75,60,60,ASPH,0,0,H1,
AR76,40,40,CONC,0,0,H1,
AR77,40,40,CONC,0,0,H1,
AR78,40,40,CONC,0,0,H1,
AR79,3750,150,CONC-TURF,0,0,9,27
AR80,42,42,CONC,0,0,H1,
AR81,2800,60,TURF,0,0,3,21
AR82,1700,50,TURF,0,0,17,35
AR83,1130,50,TURF,0,0,4,22
AR85,40,40,ASPH,0,0,H1,
AR87,30,30,CONC,0,0,H1,
AR88,2700,50,TURF,0,0,11,29
AR89,2100,100,TURF,0,0,2,20
AR90,20,20,TURF,0,0,H1,
AR91,2050,100,TURF,0,0,18,36
AR92,145,75,ASPH,0,0,H1,
AR93,2400,90,TURF,0,0,9,27
AR95,40,40,CONC,0,0,H1,
AR97,2500,60,TURF,0,0,18,36
AT-0008,50,50,ASP,1,0,A14,D32
AT25,3274,,Snow,0,0,17,35
ATN,3494,,,0,0,12,30
ATP,2769,98,Grassed grey silt clay,0,0,16,34
AU-0006,2461,,GVL,0,0,4,22
AU-0006,2953,,GVL,0,0,13,31
AU-0007,2986,,GVL,0,0,4,22
AU-0014,2089,,gravel,0,0,18,36
AU-0015,3937,,TURF,0,0,6,24
AU-0015,1969,,TURF,0,0,12,30
AU-0016,2953,,TURF,0,0,18,36
AU-0017,,,,0,0,14,32
AU-0018,2953,,GVL,0,0,9,27
AU-0018,3018,,GVL,0,0,18,36
AU-0032,3799,161,Turf/Grass,0,0,1,19
AU-0038,1683,,gravel,0,0,15,33
AU-0050,,,Grass,0,0,1,19
AU-0053,2297,,Grass/Gravel,0,0,9,27
AU-0053,2953,,Grass/Gravel,0,0,18,36
AU-0054,3057,,Grass,0,0,8,26
AU-0115,4933,59,Asphalt,0,0,5,23
AU-HIS,,,Water,0,0,17,35
AU-MWY,1123,79,Dirt,0,0,6,24
AU-MWY,3306,236,Dirt,0,0,11,29
AUI,3015,,,0,0,15,33
AUJ,2461,147,Grassed yellow clay,0,0,14,32
AUP,2981,148,Grassed grey gravel,0,0,6,24
AUV,2625,98,Brown clay gravel,0,0,14,32
AYAQ,2559,59,Grey gravel,0,0,5,23
AYAU,2001,98,Grassed brown clay,0,0,14,32
AYBB,1969,98,Grassed white coronas,0,0,11,29
AYBK,5125,98,ASP,1,0,4,22
AYBR,1982,,,0,0,12,30
AYBS,1640,98,Grassed black clay,0,0,12,30
AYBT,1969,98,Grassed red silt clay,0,0,11,29
AYBW,1969,98,Sandy gravel with clay,0,0,5,23
AYBX,1969,98,Grey clay,0,0,4,22
AYCH,3330,89,ASP,1,0,3,21
AYDK,2800,,,0,0,10,28
AYDO,2051,98,Grassed grey sand,0,0,10,28
AYDP,1706,98,Grassed red silt clay,0,0,6,24
AYDQ,1936,98,Grassed red silt clay,0,0,12,30
AYDS,1509,98,Brown clay,0,0,10,28
AYDU,4593,98,ASP,0,0,14,32
AYDW,2129,98,Grassed brown silt clay,0,0,10,28
AYDY,1969,98,Hard loam,0,0,10,28
AYEB,1640,148,Grassed black sand,0,0,1,19
AYED,2415,98,Grassed yellow clay,0,0,2,20
AYEG,1969,98,Grassed brown clay,0,0,1,19
AYEK,1476,98,Red silt clay,0,0,9,27
AYEL,1739,98,Grassed brown clay gravel,0,0,14,32
AYEM,1969,98,Grassed black silt clay,0,0,17,35
AYEN,1312,98,Grassed brown silt clay,0,0,16,34
AYEO,1804,98,Grassed yellow clay,0,0,4,22
AYEY,1936,98,Grassed black silt,0,0,2,20
AYFE,2165,98,Grassed brown clay,0,0,12,30
AYFK,1969,98,Grassed black silt clay,0,0,6,24
AYFO,1998,98,Grassed red silt sand,0,0,12,30
AYFS,1532,98,Grassed red silt clay,0,0,9,27
AYFU,2500,98,Grassed red clay,0,0,5,23
AYGA,3983,59,ASP,0,0,17L,35R
AYGA,5400,98,ASP,1,0,17R,35L
AYGD,1706,,,0,0,2,20
AYGE,1969,98,Grassed brown clay,0,0,12,30
AYGH,1969,98,Grassed red clay,0,0,3,21
AYGM,1837,98,Grassed brown clay,0,0,2,20
AYGN,5546,98,ASP,1,0,9,27
AYGO,2001,98,Grassed brown clay,0,0,17,35
AYGQ,1969,98,Grassed limestone gravel,0,0,11,29
AYGR,5485,98,ASP,0,0,3,21
AYGY,2625,75,Grassed red silty clay,0,0,14,32
AYHA,1982,98,Grassed red clay,0,0,3,21
AYHB,1969,98,Grassed brown clay,0,0,2,20
AYHE,1404,98,Grassed red clay,0,0,16,34
AYHH,1348,98,Grassed black clay sand,0,0,4,22
AYHJ,1969,98,Grassed clay silt clay,0,0,1,9
AYHK,5212,98,ASP,1,0,12,30
AYHN,1968,98,Grassed brown clay,0,0,17,35
AYHO,1641,98,Grassed brown clay,0,0,6,24
AYHQ,1585,98,Grassed black silt clay,0,0,3,21
AYHT,1509,98,Grassed black clay,0,0,14,32
AYHW,1969,98,Grassed brown silty clay,0,0,8,26
AYHX,1969,98,Grassed brown clay,0,0,17,35
AYIB,1969,98,Grassed river gravel,0,0,3,21
AYII,1640,,,0,0,6,24
AYIM,1391,,,0,0,18,36
AYIN,1640,98,Grassed grey gravel,0,0,11,29
AYIP,1509,98,Grassed brown silt clay,0,0,18,36
AYIR,1837,98,Red clay,0,0,5,23
AYIS,1345,98,Grassed brown clay,0,0,16,34
AYIU,3478,196,,0,0,10,28
AYKA,5348,,UNK,0,0,14,32
AYKI,3691,,UNK,0,0,7,25
AYKJ,1273,,,0,0,9,27
AYKM,3044,60,ASP,0,0,14,32
AYKR,2953,,,0,0,16,34
AYKT,5397,,ASP,0,0,14,32
AYKV,5592,98,ASP,1,0,12,30
AYKY,3937,,UNK,0,0,12,30
AYLE,1969,98,,0,0,2,20
AYLH,1969,98,Grassed black clay silt,0,0,1,19
AYLO,1640,,,0,0,4,22
AYLS,2520,,,0,0,12,30
AYLX,2015,98,GRS,0,0,4,22
AYLZ,2044,147,Grassed black silt clay,0,0,10,28
AYMB,1998,,,0,0,17,35
AYMD,5174,105,ASP,1,0,7,25
AYMH,3599,59,ASP,0,0,8,26
AYMH,7185,98,ASP,1,0,12,30
AYMN,4411,98,ASP,0,0,17,35
AYMO,6136,148,ASP,1,0,16,34
AYMR,5774,,UNK,0,0,9,27
AYMS,3937,,UNK,0,0,8,26
AYMY,1969,98,Grass red silty clay,0,0,15,33
AYNM,1499,98,Grassed brown silt clay,0,0,12,30
AYNO,1627,,,0,0,8,26
AYNT,1476,98,Grassed red clay,0,0,9,27
AYNZ,8004,98,ASP,1,0,9,27
AYOD,1870,98,Grassed brown silt clay,0,0,10,28
AYOE,2014,,,0,0,1,19
AYOH,2182,98,Grassed river gravel,0,0,1,19
AYOJ,2215,98,Grassed yellow clay,0,0,10,28
AYOK,1224,,,0,0,2,20
AYOS,1968,,,0,0,17,35
AYOU,1381,98,Grassed red silt clay,0,0,18,36
AYOX,1969,98,Grassed brown silt clay,0,0,1,19
AYOY,3524,,GRS,0,0,1,19
AYPA,1680,98,Grassed Red Clay,0,0,11,29
AYPC,2396,98,Grassed clay,0,0,1,19
AYPI,1969,98,Grassed black clay,0,0,5,23
AYPO,1706,,,0,0,18,36
AYPQ,2001,98,Grassed grey silt sand,0,0,1,19
AYPY,9022,148,ASP,1,0,14L,32R
AYPY,6777,148,ASP,1,0,14R,32L
AYQB,1378,98,Grassed brown clay,0,0,7,25
AYQM,1706,98,Grassed brown silt clay,0,0,16,34
AYQV,2021,98,Grassed Sand,0,0,15,33
AYQW,1942,49,GRS,0,0,7,25
AYRG,1952,98,Grassed red clay,0,0,15,33
AYRI,2900,,,0,0,12,30
AYRR,1969,98,Grassed silt clay,0,0,8,26
AYRT,2014,98,Grassed black silt clay,0,0,16,34
AYRV,1969,98,Grassed brown clay,0,0,5,23
AYSB,2953,82,White gravel,0,0,18,36
AYSI,1181,98,Grey silt clay,0,0,6,24
AYSR,2159,98,Grassed grey clay,0,0,10,28
AYSX,1263,,,0,0,17,35
AYTA,5197,,UNK,0,0,14,32
AYTB,4232,,UNK,0,0,14,32
AYTD,2953,82,Grassed white gravel,0,0,7,25
AYTK,5643,92,ASP,1,0,10,28
AYTM,1854,98,Grassed red clay,0,0,16,34
AYTQ,1969,30,Grassed brown clay,0,0,14,32
AYTS,1804,98,Brown silt clay,0,0,6,24
AYTT,1909,98,Red clay,0,0,18,36
AYTW,1529,98,Grassed red clay,0,0,2,20
AYTZ,1411,98,Grassed red clay,0,0,4,22
AYU,4200,,GRS,0,0,14,32
AYUA,1844,98,Grassed red clay,0,0,4,22
AYUC,1598,98,Grassed red clay,0,0,13,31
AYUE,1575,98,Grassed black clay,0,0,9,27
AYUG,1594,98,Grassed brown clay,0,0,7,25
AYUN,1998,98,Grassed brown clay,0,0,7,25
AYUO,1969,98,Red gravel,0,0,16,34
AYUQ,2172,,GRS,0,0,13,31
AYUS,2165,98,Grassed grey silt clay,0,0,14,32
AYUT,1575,98,Grassed brown clay,0,0,15,33
AYUV,1903,98,Grassed black silt clay,0,0,14,32
AYUX,1499,98,Grassed brown clay,0,0,4,22
AYUZ,2756,98,Grassed white gravel,0,0,7,25
AYVA,2953,98,GVL,0,0,17,35
AYVB,1558,98,Grassed brown clay,0,0,10,28
AYVL,5250,82,GRE,0,0,14,32
AYVM,2500,98,Grassed black silt clay,0,0,2,20
AYVN,5775,85,ASP,1,0,12,30
AYVO,1969,98,Grassed brown clay,0,0,4,22
AYVP,2625,98,White gravel,0,0,8,26
AYWB,2379,98,Grassed brown gravel,0,0,14,32
AYWD,5052,75,ASP,0,0,14,32
AYWK,5234,98,ASP,1,0,10,28
AYWN,1440,98,Grassed Brown Clay,0,0,15,33
AYWO,1394,98,Grassed yellow gravel,0,0,11,29
AYXB,2448,98,Grassed red clay,0,0,16,34
AYXI,1384,98,Grassed grey silt clay,0,0,18,36
AYXY,1299,98,Grassed brown clay,0,0,11,29
AYYD,1991,98,Grassed brown clay,0,0,10,28
AYYI,1969,98,Grassed red clay,0,0,16,34
AYYN,1558,98,Brown clay gravel,0,0,6,24
AYYQ,1493,98,Grassed brown clay,0,0,3,21
AYYT,1500,,,0,0,12,30
AYYU,1995,,,0,0,11,29
AYYV,1969,98,Grassed brown silt clay,0,0,14,32
AYYW,1188,,,0,0,15,33
AYZQ,1969,98,Grassed red clay,0,0,11,29
AYZU,2090,98,Grassed black silt clay,0,0,3,21
AYZW,1476,98,Brown silt clay,0,0,17,35
AYZZ,1378,98,Brown clay,0,0,14,32
AZ00,1000,30,DIRT,0,0,5,23
AZ01,2200,50,DIRT,0,0,8,26
AZ02,50,50,CONC,1,0,H1,
AZ03,3820,40,DIRT-F,0,0,4,22
AZ04,1400,50,DIRT,0,0,14,32
AZ05,2750,36,ASPH,0,0,16,34
AZ06,6595,150,GRVL,0,0,1,19
AZ06,5193,150,GRVL,0,0,6,24
AZ06,5349,150,GRVL,0,0,16,34
AZ07,20,20,CONC-G,0,0,H2,
AZ08,50,50,ASPH,0,0,H1,
AZ09,1400,50,GVL,0,0,18,36
AZ10,56,56,CONC,0,0,H1,
AZ11,25,25,MATS,0,0,H1,
AZ12,100,100,CONC-GRVL,0,0,H1,
AZ13,2000,90,DIRT,0,0,17,35
AZ14,1950,75,DIRT,0,0,9,27
AZ15,30,30,GRAVEL,0,0,H1,
AZ16,40,40,CONC,1,0,H1,
AZ17,1000,45,TURF,0,0,18,36
AZ18,300,200,CONC,0,0,H1,
AZ19,750,250,TURF,0,0,2,20
AZ20,300,300,TURF,0,0,H1,
AZ21,4000,175,DIRT,0,0,17,35
AZ22,80,80,CONC,1,0,H1,
AZ23,200,200,ASPH,0,0,H1,
AZ24,60,40,CONC,0,0,H1,
AZ25,2700,75,GRVL,0,0,18,36
AZ26,3120,50,TURF-G,1,0,3,21
AZ26,2400,50,DIRT,0,0,8,26
AZ27,4200,75,DIRT,0,0,6,24
AZ28,2600,40,ASPH,1,0,17,35
AZ29,150,150,ASPH,0,0,H1,
AZ30,400,400,TURF,0,0,H1,
AZ31,3960,100,DIRT,0,0,17,35
AZ32,4700,60,GRVL,0,0,18,36
AZ33,30,30,CONC,0,0,H1,
AZ34,1320,60,DIRT,0,0,18,36
AZ35,50,50,TURF,0,0,H1,
AZ36,50,50,CONC,0,0,H1,
AZ37,100,100,ASPH,0,0,H1,
AZ38,1500,50,ASPH,0,0,12,30
AZ39,900,200,TURF,0,0,H1,
AZ40,1200,50,TURF,0,0,8,26
AZ40,1200,50,TURF,0,0,17,35
AZ41,30,30,CONC,0,0,H1,
AZ42,100,100,ASPH,0,0,H1,
AZ43,2000,50,DIRT,0,0,8,26
AZ44,210,105,ASPH-CONC,1,0,H1,
AZ45,4500,150,TURF,0,0,1,19
AZ45,3100,125,TURF,0,0,4,22
AZ45,1650,120,TURF,0,0,12,30
AZ45,1950,110,TURF,0,0,15,33
AZ46,2200,50,DIRT,0,0,11,29
AZ47,40,40,CONC,1,0,H1,
AZ48,129,69,CONC,0,0,H1,
AZ49,2600,75,DIRT,0,0,17,35
AZ50,2044,150,DIRT,0,0,8,26
AZ50,4055,200,DIRT,0,0,17,35
AZ51,30,30,GRAVEL,0,0,H1,
AZ52,30,20,TURF,0,0,H1,
AZ53,20,20,WOOD,0,0,H1,
AZ54,20,20,CONC,0,0,H1,
AZ55,20,15,CONC,0,0,H1,
AZ56,20,20,CONC,0,0,H1,
AZ57,5250,75,GRVL,0,0,9,27
AZ58,70,50,GRAVEL,0,0,H1,
AZ59,20,20,CONC,0,0,H1,
AZ60,2800,100,DIRT,0,0,5,23
AZ60,1750,100,DIRT,0,0,17,35
AZ61,2640,80,DIRT,0,0,17,35
AZ62,50,50,ASPH,0,0,H1,
AZ63,2800,75,DIRT,1,0,4,22
AZ64,2500,75,DIRT,0,0,1,19
AZ65,20,20,CONC,0,0,H1,
AZ66,60,60,TURF,0,0,H1,
AZ67,5120,100,DIRT,0,0,8,26
AZ67,5000,100,ASPH-DIRT,0,0,08L,26R
AZ67,5000,100,DIRT-TRTD,0,0,08R,26L
AZ67,5000,100,DIRT-TRTD,0,0,17L,35R
AZ67,5000,130,DIRT-TRTD,0,0,17R,35L
AZ68,40,40,CONC,0,0,H1,
AZ70,40,20,CONC-TURF,0,0,H1,
AZ72,40,40,CONC,0,0,H1,
AZ73,40,40,ASPH,0,0,H1,
AZ74,1500,100,TURF,0,0,6,24
