airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,he_ident
K0R0,4460,70,ASPH-G,1,0,5,23
K0R0,2430,150,GRS,0,1,13,31
K0R1,4952,80,ASPH-G,1,0,18,36
K0R3,5000,75,ASPH-G,1,0,15,33
K0R4,3700,75,ASPH-G,1,0,14,32
K0R5,3002,100,ASPH-F,1,0,9,27
K0R6,4326,50,ASPH-F,0,0,2,20
K0S0,3197,50,ASPH-P,1,0,5,23
K0S7,4014,50,ASPH-G,1,0,15,33
K0S9,3000,75,ASPH-G,1,0,9,27
K0V3,1275,300,TURF-G,0,0,5,23
K0V3,3900,60,CONC-G,1,0,16,34
K0V4,3798,60,ASPH-E,1,0,6,24
K0V6,3200,60,ASPH-TRTD-F,1,0,11,29
K0V7,7140,75,ASPH-P,1,0,5,23
K0VG,5000,75,ASPH-G,1,0,7,25
K0W3,2000,75,TURF-G,0,0,1,19
K0W3,2000,40,ASPH-G,1,0,10,28
K0W3,1600,75,TURF-G,0,0,14,32
K10C,2802,36,ASPH-F,1,0,9,27
K10C,2141,125,TURF-F,0,0,18,36
K10G,3498,65,ASPH-G,1,0,9,27
K10U,6700,60,ASPH-GRVL-F,0,0,2,20
K11,2760,35,TURF-P,0,0,4,22
K11,1550,110,TURF-P,0,0,18,36
K11A,5010,80,ASPH-G,1,0,9,27
K11R,5496,75,ASPH-G,1,0,16,34
K11V,4000,25,TURF-DIRT-F,0,0,8,26
K11V,2400,65,TURF-DIRT-G,0,0,14,32
K12D,3400,75,ASPH-G,1,0,8,26
K12G,1890,125,TURF-G,0,0,3,21
K12G,3174,50,ASPH-F,1,0,18,36
K12J,5136,150,ASPH-G,0,0,6,24
K12J,5001,150,ASPH-G,1,0,12,30
K12J,3999,150,ASPH-F,0,0,18,36
K12K,3702,60,ASPH-CONC-G,1,0,14,32
K12K,3000,200,TURF-F,0,0,18,36
K12N,1981,50,ASPH-G,1,0,3,21
K12V,3154,40,ASPH-P,1,0,7,25
K12Y,3005,75,ASPH-G,1,0,13,31
K13,1840,120,TURF-G,0,0,15,33
K13C,3500,75,ASPH-G,1,0,9,27
K13K,2075,55,TURF-F,0,0,8,26
K13K,3503,60,ASPH-G,1,0,18,36
K14A,3147,40,ASPH-G,1,0,14,32
K14F,3200,50,ASPH-F,1,0,16,34
K14G,4137,60,ASPH-F,1,0,9,27
K14G,2238,130,TURF-F,0,1,18,36
K14J,3050,75,ASPH-G,1,0,1,19
K14J,1900,100,ASP,0,1,9,27
K14M,3000,50,ASPH-F,1,0,8,26
K14Y,3000,75,ASPH-G,1,0,16,34
K15F,3420,50,ASPH-G,1,0,18,36
K15J,5000,100,ASPH-G,1,0,5,23
K15J,4000,100,ASPH-G,0,0,15,33
K15M,4000,75,ASPH-G,1,0,18,36
K16D,4100,75,ASPH-F,1,0,12,30
K16G,4000,75,ASPH-G,1,0,6,24
K16J,4510,75,ASPH-F,1,0,13,31
K17,4000,120,TURF-DIRT-F,0,0,17,35
K17G,3895,75,ASPH-G,1,0,4,22
K17G,2900,75,TURF-F,0,0,9,27
K17J,4000,150,ASP,0,1,9,27
K17J,4000,150,ASP,0,1,13,31
K17J,5182,100,ASPH-G,1,0,18,36
K17K,4210,60,ASPH-G,1,0,4,22
K17M,3104,50,ASPH-E,1,0,18,36
K17N,3500,50,ASPH-P,1,0,9,27
K17V,3860,40,ASPH-P,1,0,8,26
K17V,1650,30,TURF-DIRT-P,0,0,17,35
K18A,5000,75,ASPH-F,1,0,8,26
K18I,3000,75,ASPH-G,1,0,4,22
K18V,2500,90,TURF-GRVL-F,0,0,9,27
K18V,4100,40,ASPH-G,1,0,15,33
K19A,5009,75,ASPH-G,1,0,17,35
K19M,3199,60,ASPH-G,1,0,1,19
K19N,3094,45,ASPH-G,1,0,5,23
K19S,2300,100,TURF-F,0,0,8,26
K19S,4500,60,ASPH-G,1,0,17,35
K1A0,3025,50,ASPH-F,1,0,5,23
K1A3,3500,75,ASPH-G,1,0,2,20
K1A4,3256,75,ASPH-P,1,0,5,23
K1A5,4400,75,ASPH-G,1,0,7,25
K1A6,3631,75,ASPH-G,0,0,10,28
K1A7,3500,75,ASPH-G,0,0,18,36
K1A9,5400,100,ASPH-G,1,0,9,27
K1B0,1600,300,GRE,0,1,7,25
K1B0,3009,80,ASPH-F,1,0,16,34
K1B1,5350,100,ASPH-G,1,0,3,21
K1B2,3700,50,TURF-G,0,0,3,21
K1B2,2700,50,TURF-G,0,0,6,24
K1B2,2600,50,TURF-G,0,0,17,35
K1B6,3172,90,ASPH-F,1,0,18,36
K1B9,2200,100,TURF-G,0,0,4,22
K1B9,3500,75,ASPH-G,1,0,14,32
K1C1,3409,50,ASPH-F,1,0,18,36
K1C2,2362,50,ASP,0,0,5,23
K1C2,2877,50,ASP,1,0,13,31
K1C5,3362,50,ASPH-G,1,0,18,36
K1D1,3607,150,TURF-F,0,0,7,25
K1D1,4000,60,CONC-E,1,0,13,31
K1D3,3100,60,ASPH-F,1,0,14,32
K1D7,2200,150,TURF-G,0,0,1,19
K1D7,3700,60,ASPH-F,1,0,12,30
K1D8,2600,250,TURF-G,0,0,1,19
K1D8,3300,60,ASPH-G,1,0,13,31
K1F0,5000,75,ASPH-G,1,0,17,35
K1F4,3005,50,ASPH-P,1,0,18,36
K1F5,1750,150,TURF-G,0,0,8,26
K1F5,4400,50,ASPH-F,1,0,17,35
K1G0,4199,75,ASPH-F,1,0,10,28
K1G0,2628,50,ASPH-G,1,0,18,36
K1G1,3053,48,ASPH-G,1,0,9,27
K1G3,4000,60,ASPH-G,1,0,1,19
K1G3,2400,165,GRS,0,1,5,23
K1G3,1170,55,GRS,0,1,9,27
K1G4,5058,60,ASPH-G,0,0,17,35
K1G5,2867,60,ASPH-G,1,0,1,19
K1G5,3556,75,ASPH-P,1,0,9,27
K1H0,3120,220,TURF-F,0,0,7,25
K1H0,4500,75,CONC-G,1,0,16,34
K1H2,3400,60,ASPH-G,1,0,1,19
K1H2,5100,75,CONC-G,1,0,11,29
K1H3,3400,60,CONC-G,1,0,9,27
K1H5,3502,60,ASPH-G,1,0,17,35
K1H8,4002,75,ASPH-G,1,0,4,22
K1H8,1965,100,TURF-G,0,0,18,36
K1I5,2275,22,ASPH-F,0,0,12,30
K1I7,3750,40,ASPH-F,0,0,18,36
K1J0,4000,75,ASPH-F,1,0,1,19
K1J6,3300,72,TURF-F,0,0,9,27
K1K2,3010,60,ASPH-G,1,0,1,19
K1K4,3006,60,CONC-G,1,0,13,31
K1K4,1803,60,ASPH-G,0,0,17,35
K1K7,4579,45,CONC-F,1,0,17,35
K1K9,3250,40,ASPH-G,1,0,3,21
K1L0,3999,75,ASPH-G,1,0,17,35
K1L1,4620,60,ASPH-F,1,0,17,35
K1L3,5040,70,ASPH-G,0,0,16,34
K1L7,5000,60,ASPH-F,1,0,13,31
K1L8,3410,40,ASPH-P,0,0,18,36
K1L9,5000,75,ASPH-G,1,0,4,22
K1M2,3000,50,ASPH-E,1,0,3,21
K1M4,5008,100,ASPH-G,1,0,18,36
K1M5,5000,100,ASPH-G,1,0,1,19
K1M9,4800,100,ASPH-F,1,0,2,20
K1MO,3590,50,ASPH-P,1,0,8,26
K1N1,4830,30,ASPH-F,1,0,9,27
K1N7,3100,70,ASPH-G,1,0,7,25
K1O1,1540,75,ASPH-F,0,0,8,26
K1O1,3100,75,ASPH-F,1,0,17,35
K1O2,3597,60,ASPH-G,1,0,10,28
K1O3,3735,42,ASPH-G,1,0,8,26
K1O3,2073,26,ASPH-G,0,0,12,30
K1O4,3100,50,ASPH-G,1,0,17,35
K1O5,2080,100,TURF-F,0,0,5,23
K1O5,3360,50,ASPH-F,1,0,14,32
K1O8,3062,50,ASPH-F,1,0,17,35
K1Q2,4600,50,ASPH-P,1,0,16,34
K1Q4,3530,60,ASPH-F,0,0,12,30
K1R1,3805,75,ASPH-E,1,0,17,35
K1R4,3100,75,ASPH-P,1,0,1,19
K1R7,5000,75,ASPH-G,1,0,4,22
K1R8,5500,79,ASPH-G,1,0,8,26
K1S3,4799,75,ASPH-G,1,0,8,26
K1S5,3423,60,ASPH-G,1,0,7,25
K1S9,3446,48,ASPH-G,1,0,17,35
K1T7,3000,40,ASPH-G,1,0,12,30
K1U2,3300,40,ASPH-G,1,0,2,20
K1U7,5730,75,ASPH-G,1,0,10,28
K1U7,4590,70,ASPH-G,0,0,16,34
K1V0,4995,60,ASPH-E,0,0,6,24
K1V2,3975,50,ASPH-G,1,0,17,35
K1V6,5399,75,ASPH-G,1,0,11,29
K1V6,3261,35,TURF-GRVL-P,0,0,17,35
K1V8,7000,50,ASPH-G,1,0,12,30
K1X1,3969,60,ASPH-G,1,0,18,36
K20A,4210,80,ASPH-G,1,0,5,23
K20M,3000,50,ASPH-G,1,0,18,36
K20N,3100,60,ASPH-G,1,0,15,33
K20R,3550,100,ASPH-P,1,0,13,31
K20U,4200,60,ASPH-G,1,0,12,30
K20V,5540,75,ASPH-G,1,0,9,27
K21,7900,500,WATER,0,0,ALL,WAY
K21D,2497,75,ASPH-G,0,0,4,22
K21D,2850,75,ASPH-G,1,0,14,32
K21F,3220,75,ASPH-P,1,0,17,35
K22F,3300,50,ASPH-G,1,0,17,35
K22I,3725,75,ASPH-F,1,0,9,27
K22M,3000,50,ASPH-G,1,0,11,29
K22N,3000,60,ASPH-G,1,0,8,26
K22S,4300,60,ASPH-G,1,0,13,31
K23,2337,125,TURF-G,1,0,2,20
K23M,3200,60,ASPH-G,1,0,16,34
K23R,3400,60,ASPH-G,1,0,17,35
K24A,3003,50,ASPH-G,1,0,15,33
K24F,3200,60,ASPH-G,1,0,5,23
K24J,4037,75,ASPH-F,1,0,7,25
K24N,7500,75,ASPH-G,1,0,17,35
K24R,3400,60,ASPH-G,1,0,12,30
K25D,2650,150,TURF-G,1,0,13,31
K25J,3000,60,ASPH-P,1,0,18,36
K25M,4400,75,ASPH-G,1,0,3,21
K26,2600,50,ASPH-G,1,0,18,36
K26A,3997,80,ASPH-G,1,0,9,27
K26R,3393,70,ASPH-G,1,0,14,32
K26U,5900,60,ASPH-G,1,0,16,34
K27,2600,21,ASPH-GRVL-P,0,0,14,32
K27A,4000,75,ASPH-F,1,0,10,28
K27K,5498,100,ASPH-F,1,0,3,21
K27R,4300,60,ASPH-G,1,0,17,35
K28J,4999,200,ASP,0,1,6,24
K28J,5999,100,ASPH-G,1,0,9,27
K28J,3000,75,ASPH-P,0,1,12,30
K28J,3510,75,ASPH-G,1,0,17,35
K29,3000,60,GRAVEL-G,0,0,10,28
K29D,4500,75,ASPH-F,1,0,10,28
K29S,3200,55,ASPH-G,1,0,10,28
K2A0,5000,75,ASPH-G,1,0,3,21
K2A1,3498,75,ASPH-G,1,0,18,36
K2A2,4795,50,ASPH-G,1,0,5,23
K2A5,3800,40,ASPH-G,1,0,2,20
K2A6,4469,50,ASPH-F,1,0,15,33
K2B3,1950,80,TURF-G,0,0,12,30
K2B3,3450,50,ASPH-F,1,0,18,36
K2B7,4000,100,ASPH-G,1,0,1,19
K2C8,3299,60,ASPH-G,1,0,16,34
K2CB,3200,50,GRAVEL,1,0,1,19
K2CB,2200,50,GRAVEL,1,0,7,25
K2D5,3505,60,ASPH-G,1,0,12,30
K2D5,1925,200,TURF-F,0,0,17,35
K2E3,3605,35,ASPH-F,0,0,1,19
K2E5,4685,55,ASPH-G,1,0,8,26
K2E7,3100,50,GRE,0,1,8,26
K2E7,3225,50,ASPH-E,1,0,17,35
K2F0,2755,50,ASPH-G,0,0,7,25
K2F0,4085,60,ASPH-G,1,0,14,32
K2F1,3600,60,ASPH-F,1,0,17,35
K2F4,2543,33,GRVL-F,0,0,8,26
K2F4,3278,50,ASPH-G,1,0,17,35
K2F5,4000,50,ASPH-G,1,0,7,25
K2F5,5000,75,ASPH-G,1,0,16,34
K2F7,3909,60,ASPH-F,1,0,18,36
K2G1,2181,38,ASPH-F,1,0,2,20
K2G2,5000,75,ASPH-G,1,0,14,32
K2G4,5000,75,ASPH-E,1,0,9,27
K2G9,2695,204,ASPH-TURF-G,0,0,14,32
K2G9,5002,75,ASPH-G,1,0,7,25
K2GC,3500,30,ASPH-F,1,0,17,35
K2H0,2585,200,TURF-G,0,1,4,22
K2H0,3264,200,TURF-G,0,0,14,32
K2H0,4099,75,ASPH-G,1,0,18,36
K2H2,3002,60,ASPH-G,1,0,18,36
K2H9,3700,40,ASPH-G,1,0,15,33
K2I0,6050,100,ASPH-G,1,0,5,23
K2I3,3200,75,ASPH-G,0,0,2,20
K2IS,5950,75,ASPH-G,1,0,13,31
K2J2,3698,75,ASPH-F,1,0,14,32
K2J3,5000,100,ASPH-G,1,0,13,31
K2J5,4000,75,ASPH-F,1,0,17,35
K2K3,2140,60,ASPH-F,0,0,8,26
K2K3,4100,60,CONC-G,1,0,17,35
K2K4,4200,75,ASPH-G,1,0,17,35
K2K7,2998,46,ASPH-G,1,0,2,20
K2K7,2050,45,TURF-G,0,0,15,33
K2K9,3710,30,ASPH-F,0,0,17,35
K2L0,3000,75,ASPH-G,1,0,18,36
K2M0,4099,75,ASPH-G,1,0,5,23
K2M2,5003,100,ASPH-G,1,0,17,35
K2M4,3600,75,ASPH-P,1,0,16,34
K2M8,3500,75,ASPH-F,1,0,18,36
K2M8,1600,75,ASPH-F,0,0,18U,36U
K2MO,3195,60,ASPH-G,1,0,18,36
K2O1,4105,60,ASPH-G,1,0,6,24
K2O3,3217,50,ASPH-F,1,0,16,34
K2O6,3250,60,ASPH-G,1,0,12,30
K2O7,1498,30,DIRT-F,0,0,5,23
K2O7,3533,60,ASPH-G,1,0,14,32
K2O8,4000,60,ASPH-F,1,0,17,35
K2R0,5000,75,ASPH-G,1,0,2,20
K2R1,3000,75,ASPH-G,1,0,4,22
K2R2,4400,100,ASPH-G,1,0,18,36
K2R4,3701,75,ASPH-G,1,0,18,36
K2R5,3998,80,ASPH-G,1,0,6,24
K2R6,3005,75,ASPH-G,1,0,18,36
K2R7,3000,75,ASPH-G,1,0,13,31
K2R9,3218,60,ASPH-F,1,0,16,34
K2RR,4950,75,ASPH-F,0,0,16,34
K2S4,2811,60,ASPH-G,1,0,17,35
K2S7,3735,60,ASPH-G,1,0,17,35
K2S8,3119,35,ASPH-G,1,0,2,20
K2S9,3005,52,ASPH-G,1,0,11,29
K2T1,5100,60,ASPH-G,1,0,7,25
K2V5,5040,70,ASP,0,1,14,32
K2V5,5400,75,ASPH-G,1,0,17,35
K2V6,2900,40,ASPH-GRVL-F,0,0,12,30
K2V6,4200,75,CONC-G,1,0,16,34
K2W5,1860,100,TURF-F,0,0,2,20
K2W5,3000,50,ASPH-F,1,0,18,36
K2W6,4150,75,ASPH-G,1,0,11,29
K2Y4,3500,60,CONC-F,1,0,12,30
K30,2200,24,ASPH-G,1,0,6,24
K30K,3000,75,CONC-P,0,0,17,35
K31,2570,120,TURF-G,1,0,13,31
K31E,3200,60,ASPH-G,0,0,14,32
K32A,5325,75,ASPH-G,1,0,11,29
K32S,3800,60,ASPH-G,1,0,12,30
K33J,3984,98,ASPH-G,1,0,11,29
K33K,3290,56,ASPH-P,1,0,18,36
K33M,3000,50,ASPH-G,1,0,15,33
K33N,3582,60,ASPH-G,1,0,9,27
K33R,3500,60,ASPH-G,1,0,16,34
K33S,3635,40,ASPH-F,1,0,1,19
K33U,4650,150,TURF-DIRT-P,0,1,3,21
K33U,4450,100,TURF-DIRT-P,0,1,7,25
K33U,6000,60,ASPH-P,0,0,11,29
K33V,5901,75,ASP,1,0,3,21
K34,2154,80,TURF-G,0,0,3,21
K34,2960,39,ASPH-F,1,0,8,26
K34,3373,90,TURF-G,1,0,17,35
K34M,3000,50,ASPH-G,1,0,18,36
K34R,3210,60,ASPH-G,1,0,17,35
K35A,3508,60,ASPH-G,1,0,5,23
K35D,4300,75,ASPH-G,1,0,11,29
K35D,1598,150,TURF-F,0,0,15,33
K35S,3450,60,ASP,1,0,7,25
K36K,2600,90,GRS,0,0,2,20
K36K,3400,40,ASPH-G,1,0,14,32
K36S,3000,50,ASP,0,0,4,22
K36U,6898,75,ASP,1,0,3,21
K37F,3200,50,ASP,1,0,17,35
K37K,4400,75,ASP,0,0,18,36
K37T,3000,60,ASP,1,0,15,33
K37V,3000,50,ASP,1,0,15,33
K38D,3404,50,ASP,1,0,10L,28R
K38D,2593,85,GRE,0,0,10R,28L
K38J,3386,50,ASP,0,0,11,29
K38S,4400,75,ASP,1,0,12,30
K38U,5900,75,ASP,1,0,13,31
K39N,3500,75,ASP,1,0,10,28
K3A1,5500,100,ASP,1,0,2,20
K3A2,3000,75,ASP,1,0,7,25
K3A4,3063,30,ASPH-G,1,0,17,35
K3A7,3600,80,ASP,1,0,16,34
K3AU,4199,60,ASP,1,0,18,36
K3B0,3500,75,ASP,1,0,2,20
K3B0,1450,100,GRS,0,0,10,28
K3B1,3000,75,ASP,0,0,3,21
K3B1,3999,75,ASPH-G,1,0,14,32
K3B4,2701,50,ASP,1,0,12,30
K3B5,2151,100,GRS,0,0,11,29
K3B5,2104,50,ASP,0,0,12,30
K3BS,3800,75,ASP,1,0,6,24
K3BS,3000,75,ASP,1,0,18,36
K3C8,7001,200,PEM,0,1,5,23
K3C8,10001,200,PEM,0,0,14,32
K3CK,3058,50,ASP,1,0,8,26
K3CM,2619,75,ASP,1,0,5,23
K3CM,3800,75,ASP,1,0,18,36
K3CU,2840,200,GRS,0,0,8,26
K3CU,3709,75,ASP,1,0,16,34
K3DW,4035,50,ASP,1,0,11,29
K3E0,4060,50,ASP,1,0,2,20
K3F2,3700,60,ASP,1,0,17,35
K3F3,5070,150,ASP,0,1,4,22
K3F3,4500,100,ASP,1,0,18,36
K3F4,2998,75,ASP,1,0,9,27
K3F6,3186,50,ASP,1,0,17,35
K3F7,3400,45,ASP,1,0,17,35
K3F9,3203,40,ASPH-G,1,0,18,36
K3FU,3000,60,ASP,1,0,13,31
K3G1,3030,60,ASPH-G,0,0,10,28
K3G2,3437,92,GRE,1,0,17,35
K3G3,3529,75,ASP,1,0,2,20
K3G3,2155,40,ASP,0,0,10,28
K3G4,3502,75,ASP,1,0,1,19
K3G5,4500,50,ASP,1,0,5,23
K3G6,2768,45,ASP,1,0,17,35
K3GM,3750,75,ASP,1,0,9,27
K3GM,2060,60,ASP,1,0,18,36
K3GV,2200,20,ASP,0,0,5,23
K3GV,4501,44,ASP,1,0,9,27
K3H4,3300,60,ASP,1,0,16,34
K3HO,3125,40,ASP,1,0,18,36
K3I2,4000,75,ASP,1,0,7,25
K3I3,3557,50,ASP,1,0,8,26
K3I3,1978,50,ASP,1,0,18,36
K3I4,3360,60,ASP,0,0,10,28
K3I7,3000,40,ASP,1,0,3,21
K3J0,3580,60,ASP,0,0,11,29
K3J1,2692,70,ASPH-F,1,0,3,21
K3J7,5500,75,ASP,1,0,7,25
K3JC,1927,200,GRS,0,0,5,23
K3JC,1915,140,GRS,0,0,13,31
K3JC,3495,75,ASP,1,0,18,36
K3K3,3000,40,ASPH-G,1,0,13,31
K3K3,4600,75,CONC-G,1,0,18,36
K3K6,2662,50,ASP,1,0,13,31
K3K7,2450,38,ASP,1,0,8,26
K3K7,4300,50,ASP,1,0,17,35
K3K8,4500,60,CON,1,0,17,35
K3L2,3340,45,ASP,0,0,3,21
K3L2,3300,105,GRE,0,0,12,30
K3LF,3901,75,ASP,1,0,9,27
K3LF,4003,75,ASP,1,0,18,36
K3M2,3403,79,ASP,1,0,3,21
K3M3,4700,75,ASP,1,0,3,21
K3M7,3991,75,ASP,1,0,1,19
K3M8,5144,80,ASP,1,0,1,19
K3M9,3829,50,ASP,1,0,3,21
K3MY,3600,60,ASPH-G,1,0,18,36
K3N6,3594,50,ASP,1,0,6,24
K3O1,3200,60,ASP,1,0,18,36
K3O3,3003,60,ASP,1,0,17,35
K3O4,5017,130,CON,1,0,17,35
K3O9,3925,60,CON,1,0,17,35
K3P3,3500,60,ASP,1,0,9,27
K3R2,4300,150,CON,1,0,4,22
K3R2,4000,150,CON,0,0,13,31
K3R4,1800,75,GRS,0,0,1,19
K3R4,4000,75,ASP,1,0,12,30
K3R7,5000,75,ASP,1,0,8,26
K3R7,3598,75,ASP,1,0,13,31
K3R7,2000,150,GRS,0,0,17,35
K3R9,3930,70,ASP,0,0,16,34
K3RC,3650,75,ASP,1,0,9,27
K3RC,2500,100,GRS,0,0,18,36
K3S4,4807,75,ASP,1,0,18,36
K3S8,3999,75,ASP,1,0,12,30
K3S9,3500,60,CON,1,0,7,25
K3SQ,3451,49,ASP,1,0,9,27
K3SQ,2310,103,GRE,0,0,15,33
K3SQ,2145,100,GRE,0,0,18,36
K3T3,3300,60,ASP,1,0,8,26
K3T5,5001,75,ASP,1,0,16,34
K3TR,3315,50,ASP,0,0,3,21
K3TR,4100,75,ASP,1,0,14,32
K3U3,4515,60,ASP,1,0,4,22
K3U3,6011,75,ASP,1,0,16,34
K3U4,3830,95,GVL,0,0,13,31
K3U7,6000,100,ASP,0,0,12,30
K3U8,3600,60,ASP,1,0,6,24
K3U8,2975,50,GRS,0,0,13,31
K3U8,1430,55,TURF-G,0,0,18,36
K3V0,4000,50,ASP,1,0,15,33
K3V5,5326,44,ASPH,1,0,11,29
K3V5,3400,50,GRS,0,0,11L,29R
K3V7,3770,50,ASP,1,0,8,26
K3W7,4199,75,ASP,1,0,3,21
K3W8,2100,150,GRS,0,0,7,25
K3W8,3100,60,ASP,1,0,12,30
K3Y2,4248,50,CON,1,0,17,35
K3Y3,3000,50,ASP,1,0,14,32
K40,2000,500,WATER,0,0,E,W
K40G,4199,45,ASP,1,0,1,19
K40J,4378,150,ASP,0,0,6,24
K40J,4754,150,ASP,1,0,12,30
K40J,4986,100,ASP,1,0,18,36
K40U,5300,60,ASP,1,0,7,25
K41A,3207,75,ASP,1,0,13,31
K41F,4600,60,ASP,1,0,17,35
K41N,3000,30,ASP,0,0,1,19
K41U,4584,75,ASP,1,0,3,21
K42A,4003,75,ASP,1,0,3,21
K42I,3100,26,ASP,1,0,10,28
K42J,5044,100,ASPH-G,1,0,5,23
K42J,4899,75,ASPH-G,1,0,11,29
K42J,4400,150,ASP,0,1,16,34
K42M,4200,49,ASP,1,0,9,27
K42S,3030,60,ASP,1,0,9,27
K42U,3904,50,ASP,0,0,3,21
K42V,3500,25,CON,0,0,15,33
K43,2805,49,ASPH-G,0,0,17,35
K43A,3500,60,ASP,1,0,3,21
K43B,3520,75,ASP,0,0,15,33
K43D,3125,60,ASP,1,0,2,20
K43U,4260,60,ASP,1,0,2,20
K44C,3300,50,ASP,1,0,7,25
K44N,3828,60,ASP,1,0,17,35
K44U,3855,60,ASP,1,0,2,20
K45G,3120,24,ASP,1,0,4,22
K45K,3970,20,ASP,0,0,16,34
K45R,4302,75,ASP,1,0,13,31
K46D,2255,43,ASP,0,1,3,21
K46D,4200,75,ASP,1,0,13,31
K46U,5625,35,ASP,0,0,13,31
K47A,3412,75,ASP,1,0,4,22
K47K,3405,50,ASP,1,0,17,35
K47N,3509,50,ASP,1,0,7,25
K47V,3400,60,ASP,1,0,12,30
K47V,2200,290,GRS,0,0,17,35
K48A,3202,50,ASP,1,0,5,23
K48D,3500,75,ASP,1,0,4,22
K48D,2500,75,ASP,1,0,9,27
K48I,4000,60,ASP,1,0,1,19
K48K,3156,48,ASP,1,0,17,35
K48S,4100,60,ASP,1,0,11,29
K48S,1942,120,GRS,0,0,15,33
K49A,3507,75,ASP,1,0,3,21
K49B,5100,60,ASP,1,0,11,29
K49R,3975,50,ASP,1,0,15,33
K49X,5000,75,ASP,1,0,16,34
K4A0,3000,40,ASP,1,0,11,29
K4A4,4004,75,ASP,1,0,9,27
K4A5,4003,75,ASP,1,0,5,23
K4A6,5250,80,ASPH-G,1,0,4,22
K4A7,4503,75,ASP,1,0,6,24
K4A9,5001,100,ASP,1,0,4,22
K4B6,4040,60,ASP,1,0,2,20
K4B7,3000,60,ASP,0,0,16,34
K4B8,3612,75,ASP,1,0,2,20
K4C8,3400,60,ASP,1,0,13,31
K4D0,3200,75,ASP,1,0,9,27
K4D0,2580,120,GRS,0,0,18,36
K4E7,3500,60,ASP,1,0,13,31
K4E7,2600,50,GRS,0,0,17,35
K4F2,4000,75,ASP,1,0,17,35
K4F7,3464,50,ASPH-G,1,0,18,36
K4F8,3000,50,ASP,1,0,2,20
K4F9,3750,50,ASP,1,0,16,34
K4G4,4012,50,ASP,1,0,10,28
K4G5,3805,75,ASP,1,0,7,25
K4G6,5000,75,ASP,1,0,18,36
K4G8,2580,85,GRE,0,0,2,20
K4G8,2947,65,GRE,0,0,18L,36R
K4G8,3152,40,ASP,1,0,18R,36L
K4I0,3515,60,ASP,0,0,6,24
K4I3,5001,75,ASP,1,0,10,28
K4I7,5000,100,ASP,1,0,18,36
K4I9,3497,75,ASP,1,0,10,28
K4J1,3000,50,ASP,0,0,1,19
K4J2,4006,75,ASP,1,0,10,28
K4J5,3600,75,ASP,1,0,9,27
K4J6,5000,100,ASP,1,0,4,22
K4J6,4000,75,ASP,0,0,13,31
K4J8,3000,50,ASP,0,0,16,34
K4K3,2925,40,ASP,1,0,4,22
K4K3,3100,125,GRE,0,0,13,31
K4K3,2250,125,GRE,0,0,18,36
K4K6,3401,50,CON,1,0,18,36
K4M1,3555,75,ASP,1,0,7,25
K4M2,3254,50,ASP,1,0,9,27
K4M3,4500,75,ASP,1,0,9,27
K4M3,4500,150,ASP,0,0,18,36
K4M7,3999,75,ASP,1,0,6,24
K4M9,4299,60,ASP,1,0,18,36
K4N1,3470,60,ASP,1,0,6,24
K4O4,5000,75,ASP,1,0,2,20
K4O5,3570,50,ASP,1,0,17,35
K4P3,3100,60,ASP,1,0,10,28
K4R1,3000,75,ASP,1,0,14,32
K4R3,5003,80,ASPH-G,1,0,1,19
K4R4,6604,100,ASP,1,0,1,19
K4R5,3000,75,ASP,1,0,4,22
K4R7,5001,75,ASP,1,0,16,34
K4R9,3000,80,ASP,1,0,12,30
K4S1,3200,75,ASP,1,0,16,34
K4S2,3040,75,ASP,1,0,7,25
K4S3,5200,60,ASP,1,0,15,33
K4S9,3600,100,ASP,1,0,14,32
K4SD,7608,150,ASP,1,0,8,26
K4SD,9000,150,ASP,1,0,14,32
K4T2,3000,125,ASP,1,0,12,30
K4T2,6000,125,CON,1,0,17,35
K4U6,2500,195,GRS,0,0,3,21
K4U6,4100,75,ASPH-G,1,0,12,30
K4U9,7000,70,ASP,1,0,14,32
K4V0,2100,60,ASP,0,1,3,21
K4V0,6408,75,ASP,1,0,6,24
K4V1,2500,40,GRS,0,0,3,21
K4V1,4896,60,ASP,1,0,8,26
K4V4,3160,60,ASP,1,0,8,26
K4V9,3700,60,CONC-G,1,0,1,19
K4V9,3310,50,ASPH-G,1,0,13,31
K4X4,3600,60,ASP,1,0,12,30
K4Y4,4285,40,ASP,1,0,5,23
K50,1600,50,TURF-G,0,0,1,19
K50,2507,40,ASPH-G,0,0,17,35
K50D,2700,145,GRS,0,0,2,20
K50D,3700,50,ASP,1,0,12,30
K50F,4092,60,ASP,1,0,17,35
K50I,3504,50,ASP,1,0,9,27
K50R,4001,75,ASP,1,0,18,36
K51A,3000,60,ASP,1,0,10,28
K51D,3600,60,ASP,1,0,14,32
K51J,3700,75,ASP,1,0,1,19
K51R,3202,50,ASP,1,0,18,36
K52A,3806,50,ASP,1,0,14,32
K52F,3500,40,ASP,1,0,17,35
K52J,3202,60,ASP,0,0,6,24
K53A,4220,75,ASP,1,0,18,36
K54F,4450,50,ASP,1,0,17,35
K54J,4100,60,ASP,1,0,9,27
K54J,2700,50,GRE,0,0,18,36
K54T,5035,40,ASP,1,0,8,26
K54T,3500,100,GRS,0,0,14,32
K55,2530,9,TURF-GRVL-P,0,0,5,23
K55J,5300,100,ASP,1,0,4,22
